Read times - Voltage  graph	Voltage(V) - Voltage  graph	Read times - Current graph	Current(A) - Current graph	
17982	4.986	17982	0.0294	
17983	4.986	17983	0.0420	
17984	4.984	17984	0.0420	
17985	4.984	17985	0.0300	
17986	4.986	17986	0.0300	
17987	4.986	17987	0.0420	
17988	4.984	17988	0.0420	
17989	4.984	17989	0.0302	
17990	4.986	17990	0.0302	
17991	4.986	17991	0.0414	
17992	4.986	17992	0.0414	
17993	4.986	17993	0.0307	
17994	4.986	17994	0.0307	
17995	4.986	17995	0.0412	
17996	4.986	17996	0.0412	
17997	4.986	17997	0.0302	
17998	4.987	17998	0.0302	
17999	4.987	17999	0.0754	
18000	4.985	18000	0.0754	
18001	4.985	18001	0.0302	
18002	4.987	18002	0.0302	
18003	4.987	18003	0.0756	
18004	4.986	18004	0.0756	
18005	4.986	18005	0.0294	
18006	4.986	18006	0.0294	
18007	4.986	18007	0.0758	
18008	4.985	18008	0.0758	
18009	4.985	18009	0.0294	
18010	4.986	18010	0.0294	
18011	4.986	18011	0.0759	
18012	4.985	18012	0.0759	
18013	4.985	18013	0.0294	
18014	4.986	18014	0.0294	
18015	4.986	18015	0.0759	
18016	4.986	18016	0.0759	
18017	4.986	18017	0.0300	
18018	4.986	18018	0.0300	
18019	4.986	18019	0.0748	
18020	4.986	18020	0.0748	
18021	4.986	18021	0.0303	
18022	4.986	18022	0.0303	
18023	4.986	18023	0.0748	
18024	4.986	18024	0.0748	
18025	4.986	18025	0.0302	
18026	4.987	18026	0.0302	
18027	4.987	18027	0.0860	
18028	4.986	18028	0.0860	
18029	4.986	18029	0.0302	
18030	4.987	18030	0.0302	
18031	4.987	18031	0.0860	
18032	4.986	18032	0.0860	
18033	4.986	18033	0.0294	
18034	4.985	18034	0.0294	
18035	4.985	18035	0.0862	
18036	4.986	18036	0.0862	
18037	4.986	18037	0.0294	
18038	4.986	18038	0.0294	
18039	4.986	18039	0.0862	
18040	4.987	18040	0.0862	
18041	4.987	18041	0.0300	
18042	4.985	18042	0.0300	
18043	4.985	18043	0.0862	
18044	4.987	18044	0.0862	
18045	4.987	18045	0.0300	
18046	4.985	18046	0.0300	
18047	4.985	18047	0.0852	
18048	4.986	18048	0.0852	
18049	4.986	18049	0.0302	
18050	4.986	18050	0.0302	
18051	4.986	18051	0.0854	
18052	4.987	18052	0.0854	
18053	4.987	18053	0.0302	
18054	4.987	18054	0.0302	
18055	4.987	18055	0.0560	
18056	4.986	18056	0.0560	
18057	4.986	18057	0.0300	
18058	4.986	18058	0.0300	
18059	4.986	18059	0.0564	
18060	4.986	18060	0.0564	
18061	4.986	18061	0.0302	
18062	4.986	18062	0.0302	
18063	4.986	18063	0.0564	
18064	4.986	18064	0.0564	
18065	4.986	18065	0.0311	
18066	4.985	18066	0.0311	
18067	4.985	18067	0.0566	
18068	4.986	18068	0.0566	
18069	4.986	18069	0.0294	
18070	4.985	18070	0.0294	
18071	4.985	18071	0.0566	
18072	4.987	18072	0.0566	
18073	4.987	18073	0.0300	
18074	4.985	18074	0.0300	
18075	4.985	18075	0.0568	
18076	4.987	18076	0.0568	
18077	4.987	18077	0.0302	
18078	4.985	18078	0.0302	
18079	4.985	18079	0.0562	
18080	4.986	18080	0.0562	
18081	4.986	18081	0.0302	
18082	4.985	18082	0.0302	
18083	4.985	18083	0.0560	
18084	4.986	18084	0.0560	
18085	4.986	18085	0.0302	
18086	4.986	18086	0.0302	
18087	4.986	18087	0.0345	
18088	4.986	18088	0.0345	
18089	4.986	18089	0.0302	
18090	4.986	18090	0.0302	
18091	4.986	18091	0.0345	
18092	4.986	18092	0.0345	
18093	4.986	18093	0.0294	
18094	4.981	18094	0.0294	
18095	4.981	18095	0.0343	
18096	4.986	18096	0.0343	
18097	4.986	18097	0.0294	
18098	4.980	18098	0.0294	
18099	4.980	18099	0.0343	
18100	4.987	18100	0.0343	
18101	4.987	18101	0.0313	
18102	4.980	18102	0.0313	
18103	4.980	18103	0.0343	
18104	4.987	18104	0.0343	
18105	4.987	18105	0.0315	
18106	4.980	18106	0.0315	
18107	4.980	18107	0.0337	
18108	4.986	18108	0.0337	
18109	4.986	18109	0.0323	
18110	4.980	18110	0.0323	
18111	4.980	18111	0.0335	
18112	4.986	18112	0.0335	
18113	4.986	18113	0.0319	
18114	4.981	18114	0.0319	
18115	4.981	18115	0.0307	
18116	4.986	18116	0.0307	
18117	4.986	18117	0.0317	
18118	4.981	18118	0.0317	
18119	4.981	18119	0.0313	
18120	4.986	18120	0.0313	
18121	4.986	18121	0.0311	
18122	4.978	18122	0.0311	
18123	4.978	18123	0.0309	
18124	4.986	18124	0.0309	
18125	4.986	18125	0.0309	
18126	4.978	18126	0.0309	
18127	4.978	18127	0.0309	
18128	4.987	18128	0.0309	
18129	4.987	18129	0.0347	
18130	4.978	18130	0.0347	
18131	4.978	18131	0.0315	
18132	4.987	18132	0.0315	
18133	4.987	18133	0.0347	
18134	4.978	18134	0.0347	
18135	4.978	18135	0.0302	
18136	4.986	18136	0.0302	
18137	4.986	18137	0.0345	
18138	4.978	18138	0.0345	
18139	4.978	18139	0.0302	
18140	4.986	18140	0.0302	
18141	4.986	18141	0.0347	
18142	4.979	18142	0.0347	
18143	4.979	18143	0.0302	
18144	4.986	18144	0.0302	
18145	4.986	18145	0.0347	
18146	4.979	18146	0.0347	
18147	4.979	18147	0.0302	
18148	4.986	18148	0.0302	
18149	4.986	18149	0.0341	
18150	4.982	18150	0.0341	
18151	4.982	18151	0.0302	
18152	4.986	18152	0.0302	
18153	4.986	18153	0.0339	
18154	4.982	18154	0.0339	
18155	4.982	18155	0.0302	
18156	4.987	18156	0.0302	
18157	4.987	18157	0.0359	
18158	4.982	18158	0.0359	
18159	4.982	18159	0.0302	
18160	4.987	18160	0.0302	
18161	4.987	18161	0.0363	
18162	4.982	18162	0.0363	
18163	4.982	18163	0.0294	
18164	4.986	18164	0.0294	
18165	4.986	18165	0.0361	
18166	4.982	18166	0.0361	
18167	4.982	18167	0.0294	
18168	4.986	18168	0.0294	
18169	4.986	18169	0.0361	
18170	4.983	18170	0.0361	
18171	4.983	18171	0.0300	
18172	4.986	18172	0.0300	
18173	4.986	18173	0.0363	
18174	4.983	18174	0.0363	
18175	4.983	18175	0.0331	
18176	4.986	18176	0.0331	
18177	4.986	18177	0.0353	
18178	4.986	18178	0.0353	
18179	4.986	18179	0.0302	
18180	4.986	18180	0.0302	
18181	4.986	18181	0.0355	
18182	4.985	18182	0.0355	
18183	4.985	18183	0.0302	
18184	4.987	18184	0.0302	
18185	4.987	18185	0.0671	
18186	4.985	18186	0.0671	
18187	4.985	18187	0.0303	
18188	4.987	18188	0.0303	
18189	4.987	18189	0.0675	
18190	4.985	18190	0.0675	
18191	4.985	18191	0.0296	
18192	4.986	18192	0.0296	
18193	4.986	18193	0.0675	
18194	4.985	18194	0.0675	
18195	4.985	18195	0.0294	
18196	4.986	18196	0.0294	
18197	4.986	18197	0.0679	
18198	4.986	18198	0.0679	
18199	4.986	18199	0.0300	
18200	4.986	18200	0.0300	
18201	4.986	18201	0.0679	
18202	4.987	18202	0.0679	
18203	4.987	18203	0.0317	
18204	4.986	18204	0.0317	
18205	4.986	18205	0.0673	
18206	4.986	18206	0.0673	
18207	4.986	18207	0.0302	
18208	4.986	18208	0.0302	
18209	4.986	18209	0.0673	
18210	4.986	18210	0.0673	
18211	4.986	18211	0.0302	
18212	4.987	18212	0.0302	
18213	4.987	18213	0.0866	
18214	4.986	18214	0.0866	
18215	4.986	18215	0.0294	
18216	4.986	18216	0.0294	
18217	4.986	18217	0.0864	
18218	4.986	18218	0.0864	
18219	4.986	18219	0.0294	
18220	4.986	18220	0.0294	
18221	4.986	18221	0.0866	
18222	4.986	18222	0.0866	
18223	4.986	18223	0.0294	
18224	4.985	18224	0.0294	
18225	4.985	18225	0.0866	
18226	4.987	18226	0.0866	
18227	4.987	18227	0.0300	
18228	4.985	18228	0.0300	
18229	4.985	18229	0.0864	
18230	4.987	18230	0.0864	
18231	4.987	18231	0.0302	
18232	4.985	18232	0.0302	
18233	4.985	18233	0.0858	
18234	4.986	18234	0.0858	
18235	4.986	18235	0.0303	
18236	4.985	18236	0.0303	
18237	4.985	18237	0.0858	
18238	4.986	18238	0.0858	
18239	4.986	18239	0.0302	
18240	4.986	18240	0.0302	
18241	4.986	18241	0.0613	
18242	4.986	18242	0.0613	
18243	4.986	18243	0.0302	
18244	4.986	18244	0.0302	
18245	4.986	18245	0.0613	
18246	4.986	18246	0.0613	
18247	4.986	18247	0.0300	
18248	4.985	18248	0.0300	
18249	4.985	18249	0.0613	
18250	4.986	18250	0.0613	
18251	4.986	18251	0.0294	
18252	4.986	18252	0.0294	
18253	4.986	18253	0.0615	
18254	4.987	18254	0.0615	
18255	4.987	18255	0.0300	
18256	4.985	18256	0.0300	
18257	4.985	18257	0.0615	
18258	4.987	18258	0.0615	
18259	4.987	18259	0.0300	
18260	4.985	18260	0.0300	
18261	4.985	18261	0.0604	
18262	4.986	18262	0.0604	
18263	4.986	18263	0.0302	
18264	4.985	18264	0.0302	
18265	4.985	18265	0.0606	
18266	4.986	18266	0.0606	
18267	4.986	18267	0.0302	
18268	4.986	18268	0.0302	
18269	4.986	18269	0.0347	
18270	4.986	18270	0.0347	
18271	4.986	18271	0.0302	
18272	4.986	18272	0.0302	
18273	4.986	18273	0.0347	
18274	4.986	18274	0.0347	
18275	4.986	18275	0.0302	
18276	4.986	18276	0.0302	
18277	4.986	18277	0.0347	
18278	4.986	18278	0.0347	
18279	4.986	18279	0.0294	
18280	4.981	18280	0.0294	
18281	4.981	18281	0.0347	
18282	4.986	18282	0.0347	
18283	4.986	18283	0.0296	
18284	4.981	18284	0.0296	
18285	4.981	18285	0.0347	
18286	4.987	18286	0.0347	
18287	4.987	18287	0.0311	
18288	4.981	18288	0.0311	
18289	4.981	18289	0.0349	
18290	4.987	18290	0.0349	
18291	4.987	18291	0.0313	
18292	4.981	18292	0.0313	
18293	4.981	18293	0.0341	
18294	4.986	18294	0.0341	
18295	4.986	18295	0.0313	
18296	4.981	18296	0.0313	
18297	4.981	18297	0.0343	
18298	4.986	18298	0.0343	
18299	4.986	18299	0.0313	
18300	4.982	18300	0.0313	
18301	4.982	18301	0.0313	
18302	4.986	18302	0.0313	
18303	4.986	18303	0.0310	
18304	4.978	18304	0.0310	
18305	4.978	18305	0.0311	
18306	4.986	18306	0.0311	
18307	4.986	18307	0.0309	
18308	4.978	18308	0.0309	
18309	4.978	18309	0.0311	
18310	4.987	18310	0.0311	
18311	4.987	18311	0.0343	
18312	4.978	18312	0.0343	
18313	4.978	18313	0.0315	
18314	4.987	18314	0.0315	
18315	4.987	18315	0.0345	
18316	4.978	18316	0.0345	
18317	4.978	18317	0.0315	
18318	4.987	18318	0.0315	
18319	4.987	18319	0.0345	
18320	4.978	18320	0.0345	
18321	4.978	18321	0.0307	
18322	4.986	18322	0.0307	
18323	4.986	18323	0.0345	
18324	4.978	18324	0.0345	
18325	4.978	18325	0.0309	
18326	4.986	18326	0.0309	
18327	4.986	18327	0.0345	
18328	4.979	18328	0.0345	
18329	4.979	18329	0.0302	
18330	4.986	18330	0.0302	
18331	4.986	18331	0.0337	
18332	4.981	18332	0.0337	
18333	4.981	18333	0.0302	
18334	4.986	18334	0.0302	
18335	4.986	18335	0.0337	
18336	4.981	18336	0.0337	
18337	4.981	18337	0.0302	
18338	4.986	18338	0.0302	
18339	4.986	18339	0.0337	
18340	4.981	18340	0.0337	
18341	4.981	18341	0.0319	
18342	4.987	18342	0.0319	
18343	4.987	18343	0.0349	
18344	4.981	18344	0.0349	
18345	4.981	18345	0.0294	
18346	4.986	18346	0.0294	
18347	4.986	18347	0.0349	
18348	4.981	18348	0.0349	
18349	4.981	18349	0.0294	
18350	4.986	18350	0.0294	
18351	4.986	18351	0.0351	
18352	4.981	18352	0.0351	
18353	4.981	18353	0.0294	
18354	4.986	18354	0.0294	
18355	4.986	18355	0.0351	
18356	4.982	18356	0.0351	
18357	4.982	18357	0.0302	
18358	4.986	18358	0.0302	
18359	4.986	18359	0.0343	
18360	4.985	18360	0.0343	
18361	4.985	18361	0.0302	
18362	4.986	18362	0.0302	
18363	4.986	18363	0.0343	
18364	4.985	18364	0.0343	
18365	4.985	18365	0.0302	
18366	4.986	18366	0.0302	
18367	4.986	18367	0.0343	
18368	4.985	18368	0.0343	
18369	4.985	18369	0.0302	
18370	4.987	18370	0.0302	
18371	4.987	18371	0.0606	
18372	4.985	18372	0.0606	
18373	4.985	18373	0.0296	
18374	4.986	18374	0.0296	
18375	4.986	18375	0.0607	
18376	4.985	18376	0.0607	
18377	4.985	18377	0.0294	
18378	4.986	18378	0.0294	
18379	4.986	18379	0.0611	
18380	4.986	18380	0.0611	
18381	4.986	18381	0.0300	
18382	4.986	18382	0.0300	
18383	4.986	18383	0.0609	
18384	4.986	18384	0.0609	
18385	4.986	18385	0.0307	
18386	4.986	18386	0.0307	
18387	4.986	18387	0.0609	
18388	4.986	18388	0.0609	
18389	4.986	18389	0.0302	
18390	4.986	18390	0.0302	
18391	4.986	18391	0.0609	
18392	4.986	18392	0.0609	
18393	4.986	18393	0.0302	
18394	4.987	18394	0.0302	
18395	4.987	18395	0.0866	
18396	4.985	18396	0.0866	
18397	4.985	18397	0.0302	
18398	4.987	18398	0.0302	
18399	4.987	18399	0.0864	
18400	4.986	18400	0.0864	
18401	4.986	18401	0.0294	
18402	4.985	18402	0.0294	
18403	4.985	18403	0.0864	
18404	4.987	18404	0.0864	
18405	4.987	18405	0.0300	
18406	4.985	18406	0.0300	
18407	4.985	18407	0.0866	
18408	4.987	18408	0.0866	
18409	4.987	18409	0.0302	
18410	4.985	18410	0.0302	
18411	4.985	18411	0.0866	
18412	4.987	18412	0.0866	
18413	4.987	18413	0.0302	
18414	4.985	18414	0.0302	
18415	4.985	18415	0.0858	
18416	4.986	18416	0.0858	
18417	4.986	18417	0.0302	
18418	4.986	18418	0.0302	
18419	4.986	18419	0.0696	
18420	4.986	18420	0.0696	
18421	4.986	18421	0.0302	
18422	4.986	18422	0.0302	
18423	4.986	18423	0.0700	
18424	4.986	18424	0.0700	
18425	4.986	18425	0.0303	
18426	4.986	18426	0.0303	
18427	4.986	18427	0.0702	
18428	4.986	18428	0.0702	
18429	4.986	18429	0.0296	
18430	4.985	18430	0.0296	
18431	4.985	18431	0.0702	
18432	4.987	18432	0.0702	
18433	4.987	18433	0.0300	
18434	4.985	18434	0.0300	
18435	4.985	18435	0.0704	
18436	4.987	18436	0.0704	
18437	4.987	18437	0.0302	
18438	4.985	18438	0.0302	
18439	4.985	18439	0.0706	
18440	4.987	18440	0.0706	
18441	4.987	18441	0.0300	
18442	4.985	18442	0.0300	
18443	4.985	18443	0.0700	
18444	4.986	18444	0.0700	
18445	4.986	18445	0.0302	
18446	4.986	18446	0.0302	
18447	4.986	18447	0.0379	
18448	4.986	18448	0.0379	
18449	4.986	18449	0.0302	
18450	4.986	18450	0.0302	
18451	4.986	18451	0.0384	
18452	4.986	18452	0.0384	
18453	4.986	18453	0.0302	
18454	4.986	18454	0.0302	
18455	4.986	18455	0.0380	
18456	4.986	18456	0.0380	
18457	4.986	18457	0.0302	
18458	4.982	18458	0.0302	
18459	4.982	18459	0.0379	
18460	4.987	18460	0.0379	
18461	4.987	18461	0.0305	
18462	4.982	18462	0.0305	
18463	4.982	18463	0.0375	
18464	4.987	18464	0.0375	
18465	4.987	18465	0.0307	
18466	4.982	18466	0.0307	
18467	4.982	18467	0.0369	
18468	4.986	18468	0.0369	
18469	4.986	18469	0.0307	
18470	4.982	18470	0.0307	
18471	4.982	18471	0.0365	
18472	4.986	18472	0.0365	
18473	4.986	18473	0.0307	
18474	4.983	18474	0.0307	
18475	4.983	18475	0.0323	
18476	4.986	18476	0.0323	
18477	4.986	18477	0.0307	
18478	4.983	18478	0.0307	
18479	4.983	18479	0.0337	
18480	4.986	18480	0.0337	
18481	4.986	18481	0.0300	
18482	4.978	18482	0.0300	
18483	4.978	18483	0.0323	
18484	4.986	18484	0.0323	
18485	4.986	18485	0.0300	
18486	4.978	18486	0.0300	
18487	4.978	18487	0.0323	
18488	4.987	18488	0.0323	
18489	4.987	18489	0.0335	
18490	4.978	18490	0.0335	
18491	4.978	18491	0.0323	
18492	4.987	18492	0.0323	
18493	4.987	18493	0.0339	
18494	4.978	18494	0.0339	
18495	4.978	18495	0.0315	
18496	4.986	18496	0.0315	
18497	4.986	18497	0.0339	
18498	4.978	18498	0.0339	
18499	4.978	18499	0.0315	
18500	4.986	18500	0.0315	
18501	4.986	18501	0.0339	
18502	4.979	18502	0.0339	
18503	4.979	18503	0.0298	
18504	4.986	18504	0.0298	
18505	4.986	18505	0.0337	
18506	4.979	18506	0.0337	
18507	4.979	18507	0.0302	
18508	4.986	18508	0.0302	
18509	4.986	18509	0.0333	
18510	4.980	18510	0.0333	
18511	4.980	18511	0.0302	
18512	4.986	18512	0.0302	
18513	4.986	18513	0.0331	
18514	4.980	18514	0.0331	
18515	4.980	18515	0.0302	
18516	4.987	18516	0.0302	
18517	4.987	18517	0.0349	
18518	4.980	18518	0.0349	
18519	4.980	18519	0.0302	
18520	4.987	18520	0.0302	
18521	4.987	18521	0.0349	
18522	4.980	18522	0.0349	
18523	4.980	18523	0.0296	
18524	4.986	18524	0.0296	
18525	4.986	18525	0.0349	
18526	4.980	18526	0.0349	
18527	4.980	18527	0.0296	
18528	4.986	18528	0.0296	
18529	4.986	18529	0.0351	
18530	4.981	18530	0.0351	
18531	4.981	18531	0.0302	
18532	4.986	18532	0.0302	
18533	4.986	18533	0.0349	
18534	4.981	18534	0.0349	
18535	4.981	18535	0.0300	
18536	4.986	18536	0.0300	
18537	4.986	18537	0.0343	
18538	4.985	18538	0.0343	
18539	4.985	18539	0.0302	
18540	4.986	18540	0.0302	
18541	4.986	18541	0.0343	
18542	4.985	18542	0.0343	
18543	4.985	18543	0.0302	
18544	4.987	18544	0.0302	
18545	4.987	18545	0.0568	
18546	4.985	18546	0.0568	
18547	4.985	18547	0.0300	
18548	4.987	18548	0.0300	
18549	4.987	18549	0.0566	
18550	4.985	18550	0.0566	
18551	4.985	18551	0.0294	
18552	4.986	18552	0.0294	
18553	4.986	18553	0.0568	
18554	4.985	18554	0.0568	
18555	4.985	18555	0.0296	
18556	4.986	18556	0.0296	
18557	4.986	18557	0.0566	
18558	4.986	18558	0.0566	
18559	4.986	18559	0.0302	
18560	4.986	18560	0.0302	
18561	4.986	18561	0.0568	
18562	4.986	18562	0.0568	
18563	4.986	18563	0.0302	
18564	4.986	18564	0.0302	
18565	4.986	18565	0.0562	
18566	4.986	18566	0.0562	
18567	4.986	18567	0.0302	
18568	4.986	18568	0.0302	
18569	4.986	18569	0.0560	
18570	4.986	18570	0.0560	
18571	4.986	18571	0.0302	
18572	4.987	18572	0.0302	
18573	4.987	18573	0.0860	
18574	4.986	18574	0.0860	
18575	4.986	18575	0.0302	
18576	4.987	18576	0.0302	
18577	4.987	18577	0.0858	
18578	4.986	18578	0.0858	
18579	4.986	18579	0.0294	
18580	4.986	18580	0.0294	
18581	4.986	18581	0.0860	
18582	4.986	18582	0.0860	
18583	4.986	18583	0.0294	
18584	4.986	18584	0.0294	
18585	4.986	18585	0.0862	
18586	4.987	18586	0.0862	
18587	4.987	18587	0.0300	
18588	4.986	18588	0.0300	
18589	4.986	18589	0.0860	
18590	4.987	18590	0.0860	
18591	4.987	18591	0.0302	
18592	4.986	18592	0.0302	
18593	4.986	18593	0.0854	
18594	4.986	18594	0.0854	
18595	4.986	18595	0.0307	
18596	4.986	18596	0.0307	
18597	4.986	18597	0.0852	
18598	4.986	18598	0.0852	
18599	4.986	18599	0.0302	
18600	4.986	18600	0.0302	
18601	4.986	18601	0.0724	
18602	4.986	18602	0.0724	
18603	4.986	18603	0.0302	
18604	4.987	18604	0.0302	
18605	4.985	18605	0.0732	
18606	4.985	18606	0.0296	
18607	4.983	18607	0.0296	
18608	4.983	18608	0.0704	
18609	4.985	18609	0.0704	
18610	4.985	18610	0.0302	
18611	4.984	18611	0.0302	
18612	4.984	18612	0.0708	
18613	4.984	18613	0.0708	
18614	4.984	18614	0.0302	
18615	4.984	18615	0.0302	
18616	4.984	18616	0.0718	
18617	4.986	18617	0.0718	
18618	4.986	18618	0.0300	
18619	4.985	18619	0.0300	
18620	4.985	18620	0.0384	
18621	4.985	18621	0.0384	
18622	4.985	18622	0.0294	
18623	4.980	18623	0.0294	
18624	4.980	18624	0.0384	
18625	4.985	18625	0.0384	
18626	4.985	18626	0.0296	
18627	4.982	18627	0.0296	
18628	4.982	18628	0.0386	
18629	4.985	18629	0.0386	
18630	4.985	18630	0.0296	
18631	4.981	18631	0.0296	
18632	4.981	18632	0.0382	
18633	4.986	18633	0.0382	
18634	4.986	18634	0.0303	
18635	4.982	18635	0.0303	
18636	4.982	18636	0.0384	
18637	4.986	18637	0.0384	
18638	4.986	18638	0.0315	
18639	4.981	18639	0.0315	
18640	4.981	18640	0.0375	
18641	4.986	18641	0.0375	
18642	4.986	18642	0.0305	
18643	4.982	18643	0.0305	
18644	4.982	18644	0.0375	
18645	4.985	18645	0.0375	
18646	4.985	18646	0.0305	
18647	4.982	18647	0.0305	
18648	4.982	18648	0.0321	
18649	4.985	18649	0.0321	
18650	4.985	18650	0.0305	
18651	4.982	18651	0.0305	
18652	4.982	18652	0.0325	
18653	4.986	18653	0.0325	
18654	4.986	18654	0.0307	
18655	4.982	18655	0.0307	
18656	4.982	18656	0.0323	
18657	4.985	18657	0.0323	
18658	4.985	18658	0.0300	
18659	4.976	18659	0.0300	
18660	4.976	18660	0.0329	
18661	4.986	18661	0.0329	
18662	4.986	18662	0.0331	
18663	4.977	18663	0.0331	
18664	4.977	18664	0.0327	
18665	4.987	18665	0.0327	
18666	4.987	18666	0.0331	
18667	4.977	18667	0.0331	
18668	4.977	18668	0.0328	
18669	4.986	18669	0.0328	
18670	4.986	18670	0.0331	
18671	4.977	18671	0.0331	
18672	4.977	18672	0.0315	
18673	4.986	18673	0.0315	
18674	4.986	18674	0.0335	
18675	4.977	18675	0.0335	
18676	4.977	18676	0.0317	
18677	4.986	18677	0.0317	
18678	4.986	18678	0.0337	
18679	4.978	18679	0.0337	
18680	4.978	18680	0.0302	
18681	4.985	18681	0.0302	
18682	4.985	18682	0.0329	
18683	4.979	18683	0.0329	
18684	4.979	18684	0.0300	
18685	4.985	18685	0.0300	
18686	4.985	18686	0.0329	
18687	4.979	18687	0.0329	
18688	4.979	18688	0.0302	
18689	4.985	18689	0.0302	
18690	4.985	18690	0.0331	
18691	4.979	18691	0.0331	
18692	4.979	18692	0.0300	
18693	4.987	18693	0.0300	
18694	4.987	18694	0.0349	
18695	4.979	18695	0.0349	
18696	4.979	18696	0.0296	
18697	4.986	18697	0.0296	
18698	4.986	18698	0.0349	
18699	4.980	18699	0.0349	
18700	4.980	18700	0.0296	
18701	4.987	18701	0.0296	
18702	4.987	18702	0.0351	
18703	4.980	18703	0.0351	
18704	4.980	18704	0.0294	
18705	4.986	18705	0.0294	
18706	4.986	18706	0.0351	
18707	4.981	18707	0.0351	
18708	4.981	18708	0.0302	
18709	4.986	18709	0.0302	
18710	4.986	18710	0.0349	
18711	4.981	18711	0.0349	
18712	4.981	18712	0.0300	
18713	4.986	18713	0.0300	
18714	4.986	18714	0.0343	
18715	4.985	18715	0.0343	
18716	4.985	18716	0.0302	
18717	4.986	18717	0.0302	
18718	4.986	18718	0.0343	
18719	4.985	18719	0.0343	
18720	4.985	18720	0.0302	
18721	4.987	18721	0.0302	
18722	4.987	18722	0.0538	
18723	4.985	18723	0.0538	
18724	4.985	18724	0.0300	
18725	4.987	18725	0.0300	
18726	4.987	18726	0.0538	
18727	4.985	18727	0.0538	
18728	4.985	18728	0.0296	
18729	4.986	18729	0.0296	
18730	4.986	18730	0.0540	
18731	4.985	18731	0.0540	
18732	4.985	18732	0.0302	
18733	4.986	18733	0.0302	
18734	4.986	18734	0.0540	
18735	4.985	18735	0.0540	
18736	4.985	18736	0.0302	
18737	4.986	18737	0.0302	
18738	4.986	18738	0.0536	
18739	4.985	18739	0.0536	
18740	4.985	18740	0.0302	
18741	4.986	18741	0.0302	
18742	4.986	18742	0.0534	
18743	4.986	18743	0.0534	
18744	4.986	18744	0.0302	
18745	4.986	18745	0.0302	
18746	4.986	18746	0.0534	
18747	4.986	18747	0.0534	
18748	4.986	18748	0.0302	
18749	4.987	18749	0.0302	
18750	4.987	18750	0.0852	
18751	4.986	18751	0.0852	
18752	4.986	18752	0.0302	
18753	4.987	18753	0.0302	
18754	4.987	18754	0.0866	
18755	4.986	18755	0.0866	
18756	4.986	18756	0.0296	
18757	4.986	18757	0.0296	
18758	4.986	18758	0.0854	
18759	4.986	18759	0.0854	
18760	4.986	18760	0.0296	
18761	4.986	18761	0.0296	
18762	4.986	18762	0.0854	
18763	4.987	18763	0.0854	
18764	4.987	18764	0.0300	
18765	4.986	18765	0.0300	
18766	4.986	18766	0.0854	
18767	4.987	18767	0.0854	
18768	4.987	18768	0.0302	
18769	4.986	18769	0.0302	
18770	4.986	18770	0.0846	
18771	4.985	18771	0.0846	
18772	4.985	18772	0.0302	
18773	4.986	18773	0.0302	
18774	4.986	18774	0.0846	
18775	4.986	18775	0.0846	
18776	4.986	18776	0.0305	
18777	4.987	18777	0.0305	
18778	4.987	18778	0.0756	
18779	4.986	18779	0.0756	
18780	4.986	18780	0.0294	
18781	4.986	18781	0.0294	
18782	4.986	18782	0.0761	
18783	4.986	18783	0.0761	
18784	4.986	18784	0.0294	
18785	4.986	18785	0.0294	
18786	4.986	18786	0.0763	
18787	4.987	18787	0.0763	
18788	4.987	18788	0.0300	
18789	4.985	18789	0.0300	
18790	4.985	18790	0.0767	
18791	4.987	18791	0.0767	
18792	4.987	18792	0.0300	
18793	4.985	18793	0.0300	
18794	4.985	18794	0.0763	
18795	4.986	18795	0.0763	
18796	4.986	18796	0.0302	
18797	4.985	18797	0.0302	
18798	4.985	18798	0.0767	
18799	4.986	18799	0.0767	
18800	4.986	18800	0.0302	
18801	4.985	18801	0.0302	
18802	4.985	18802	0.0767	
18803	4.986	18803	0.0767	
18804	4.986	18804	0.0300	
18805	4.986	18805	0.0300	
18806	4.986	18806	0.0446	
18807	4.986	18807	0.0446	
18808	4.986	18808	0.0294	
18809	4.984	18809	0.0294	
18810	4.984	18810	0.0446	
18811	4.987	18811	0.0446	
18812	4.987	18812	0.0294	
18813	4.984	18813	0.0294	
18814	4.984	18814	0.0444	
18815	4.987	18815	0.0444	
18816	4.987	18816	0.0300	
18817	4.983	18817	0.0300	
18818	4.983	18818	0.0444	
18819	4.987	18819	0.0444	
18820	4.987	18820	0.0307	
18821	4.983	18821	0.0307	
18822	4.983	18822	0.0440	
18823	4.986	18823	0.0440	
18824	4.986	18824	0.0300	
18825	4.984	18825	0.0300	
18826	4.984	18826	0.0438	
18827	4.986	18827	0.0438	
18828	4.986	18828	0.0300	
18829	4.984	18829	0.0300	
18830	4.984	18830	0.0331	
18831	4.986	18831	0.0331	
18832	4.986	18832	0.0302	
18833	4.984	18833	0.0302	
18834	4.984	18834	0.0331	
18835	4.986	18835	0.0331	
18836	4.986	18836	0.0296	
18837	4.979	18837	0.0296	
18838	4.979	18838	0.0331	
18839	4.986	18839	0.0331	
18840	4.986	18840	0.0294	
18841	4.979	18841	0.0294	
18842	4.979	18842	0.0331	
18843	4.987	18843	0.0331	
18844	4.987	18844	0.0327	
18845	4.978	18845	0.0327	
18846	4.978	18846	0.0329	
18847	4.987	18847	0.0329	
18848	4.987	18848	0.0331	
18849	4.978	18849	0.0331	
18850	4.978	18850	0.0327	
18851	4.986	18851	0.0327	
18852	4.986	18852	0.0327	
