Read times,Voltage(V),Current(A),Power (W),,,
10493,4.985,0.03,0.14955,,,
10494,4.986,0.03,0.14958,,,
10495,4.986,0.0797,0.3973842,,,
10496,4.985,0.0797,0.3973045,,,
10497,4.985,0.0302,0.150547,,,
10498,4.986,0.0302,0.1505772,,,
10499,4.986,0.0803,0.4003758,,,
10500,4.985,0.0803,0.4002955,,,
10501,4.985,0.03,0.14955,,,
10502,4.986,0.03,0.14958,,,
10503,4.986,0.0803,0.4003758,,,
10504,4.985,0.0803,0.4002955,,,
10505,4.985,0.0294,0.146559,,,
10506,4.985,0.0294,0.146559,,,
10507,4.985,0.0805,0.4012925,,,
10508,4.986,0.0805,0.401373,,,
10509,4.986,0.0298,0.1485828,,,
10510,4.986,0.0823,0.4103478,,,
10511,4.984,0.0823,0.4101832,,,
10512,4.984,0.0294,0.1465296,,,
10513,4.985,0.0294,0.146559,,,
10514,4.985,0.0825,0.4112625,,,
10515,4.985,0.0825,0.4112625,,,
10516,4.985,0.0294,0.146559,,,
10517,4.985,0.0294,0.146559,,,
10518,4.985,0.0825,0.4112625,,,
10519,4.986,0.0825,0.411345,,,
10520,4.986,0.0317,0.1580562,,,
10521,4.985,0.0317,0.1580245,,,
10522,4.985,0.0825,0.4112625,,,
10523,4.986,0.0825,0.411345,,,
10524,4.986,0.0302,0.1505772,,,
10525,4.985,0.0302,0.150547,,,
10526,4.985,0.0819,0.4082715,,,
10527,4.986,0.0819,0.4083534,,,
10528,4.986,0.0303,0.1510758,,,
10529,4.985,0.0303,0.1510455,,,
10530,4.985,0.0819,0.4082715,,,
10531,4.985,0.0819,0.4082715,,,
10532,4.985,0.0302,0.150547,,,
10533,4.986,0.0302,0.1505772,,,
10534,4.986,0.0811,0.4043646,,,
10535,4.985,0.0811,0.4042835,,,
10536,4.985,0.0302,0.150547,,,
10537,4.986,0.0302,0.1505772,,,
10538,4.986,0.0813,0.4053618,,,
10539,4.985,0.0813,0.4052805,,,
10540,4.985,0.0296,0.147556,,,
10541,4.985,0.0296,0.147556,,,
10542,4.985,0.0813,0.4052805,,,
10543,4.985,0.0813,0.4052805,,,
10544,4.985,0.0298,0.148553,,,
10545,4.985,0.0298,0.148553,,,
10546,4.985,0.0807,0.4022895,,,
10547,4.986,0.0807,0.4023702,,,
10548,4.986,0.0302,0.1505772,,,
10549,4.985,0.0302,0.150547,,,
10550,4.985,0.0807,0.4022895,,,
10551,4.986,0.0807,0.4023702,,,
10552,4.986,0.0303,0.1510758,,,
10553,4.985,0.0303,0.1510455,,,
10554,4.985,0.0799,0.3983015,,,
10555,4.985,0.0799,0.3983015,,,
10556,4.985,0.0302,0.150547,,,
10557,4.985,0.0302,0.150547,,,
10558,4.985,0.0799,0.3983015,,,
10559,4.985,0.0799,0.3983015,,,
10560,4.985,0.0302,0.150547,,,
10561,4.985,0.0302,0.150547,,,
10562,4.985,0.0471,0.2347935,,,
10563,4.985,0.0471,0.2347935,,,
10564,4.985,0.0302,0.150547,,,
10565,4.985,0.0302,0.150547,,,
10566,4.985,0.0469,0.2337965,,,
10567,4.985,0.0469,0.2337965,,,
10568,4.985,0.0296,0.147556,,,
10569,4.983,0.0296,0.1474968,,,
10570,4.983,0.0469,0.2337027,,,
10571,4.985,0.0469,0.2337965,,,
10572,4.985,0.0294,0.146559,,,
10573,4.983,0.0294,0.1465002,,,
10574,4.983,0.0467,0.2327061,,,
10575,4.986,0.0467,0.2328462,,,
10576,4.986,0.0302,0.1505772,,,
10577,4.983,0.0302,0.1504866,,,
10578,4.983,0.0465,0.2317095,,,
10579,4.986,0.0465,0.231849,,,
10580,4.986,0.0302,0.1505772,,,
10581,4.983,0.0302,0.1504866,,,
10582,4.983,0.0457,0.2277231,,,
10583,4.986,0.0457,0.2278602,,,
10584,4.986,0.0303,0.1510758,,,
10585,4.983,0.0303,0.1509849,,,
10586,4.983,0.0454,0.2262282,,,
10587,4.986,0.0454,0.2263644,,,
10588,4.986,0.0302,0.1505772,,,
10589,4.984,0.0302,0.1505168,,,
10590,4.984,0.0333,0.1659672,,,
10591,4.986,0.0333,0.1660338,,,
10592,4.986,0.0302,0.1505772,,,
10593,4.979,0.0302,0.1503658,,,
10594,4.979,0.0333,0.1658007,,,
10595,4.986,0.0333,0.1660338,,,
10596,4.986,0.0294,0.1465884,,,
10597,4.978,0.0294,0.1463532,,,
10598,4.978,0.0331,0.1647718,,,
10599,4.987,0.0331,0.1650697,,,
10600,4.987,0.0328,0.1635736,,,
10601,4.978,0.0328,0.1632784,,,
10602,4.978,0.033,0.164274,,,
10603,4.986,0.033,0.164538,,,
10604,4.986,0.0328,0.1635408,,,
10605,4.978,0.0328,0.1632784,,,
10606,4.978,0.0329,0.1637762,,,
10607,4.987,0.0329,0.1640723,,,
10608,4.987,0.0329,0.1640723,,,
10609,4.978,0.0329,0.1637762,,,
10610,4.978,0.0327,0.1627806,,,
10611,4.986,0.0327,0.1630422,,,
10612,4.986,0.0327,0.1630422,,,
10613,4.979,0.0327,0.1628133,,,
10614,4.979,0.03,0.14937,,,
10615,4.986,0.03,0.14958,,,
10616,4.986,0.0329,0.1640394,,,
10617,4.979,0.0329,0.1638091,,,
10618,4.979,0.0302,0.1503658,,,
10619,4.986,0.0302,0.1505772,,,
10620,4.986,0.0321,0.1600506,,,
10621,4.978,0.0321,0.1597938,,,
10622,4.978,0.0302,0.1503356,,,
10623,4.986,0.0302,0.1505772,,,
10624,4.986,0.0321,0.1600506,,,
10625,4.978,0.0321,0.1597938,,,
10626,4.978,0.0302,0.1503356,,,
10627,4.987,0.0302,0.1506074,,,
10628,4.987,0.0349,0.1740463,,,
10629,4.978,0.0349,0.1737322,,,
10630,4.978,0.0302,0.1503356,,,
10631,4.987,0.0302,0.1506074,,,
10632,4.987,0.0351,0.1750437,,,
10633,4.978,0.0351,0.1747278,,,
10634,4.978,0.0294,0.1463532,,,
10635,4.986,0.0294,0.1465884,,,
10636,4.986,0.0351,0.1750086,,,
10637,4.978,0.0351,0.1747278,,,
10638,4.978,0.0294,0.1463532,,,
10639,4.986,0.0294,0.1465884,,,
10640,4.986,0.0349,0.1740114,,,
10641,4.979,0.0349,0.1737671,,,
10642,4.979,0.03,0.14937,,,
10643,4.986,0.03,0.14958,,,
10644,4.986,0.0351,0.1750086,,,
10645,4.979,0.0351,0.1747629,,,
10646,4.979,0.03,0.14937,,,
10647,4.985,0.03,0.14955,,,
10648,4.985,0.0343,0.1709855,,,
10649,4.983,0.0343,0.1709169,,,
10650,4.983,0.0302,0.1504866,,,
10651,4.986,0.0302,0.1505772,,,
10652,4.986,0.0343,0.1710198,,,
10653,4.983,0.0343,0.1709169,,,
10654,4.983,0.0302,0.1504866,,,
10655,4.987,0.0302,0.1506074,,,
10656,4.987,0.0442,0.2204254,,,
10657,4.983,0.0442,0.2202486,,,
10658,4.983,0.0319,0.1589577,,,
10659,4.987,0.0319,0.1590853,,,
10660,4.987,0.0448,0.2234176,,,
10661,4.983,0.0448,0.2232384,,,
10662,4.983,0.0294,0.1465002,,,
10663,4.986,0.0294,0.1465884,,,
10664,4.986,0.045,0.22437,,,
10665,4.983,0.045,0.224235,,,
10666,4.983,0.0296,0.1474968,,,
10667,4.985,0.0296,0.147556,,,
10668,4.985,0.0454,0.226319,,,
10669,4.983,0.0454,0.2262282,,,
10670,4.983,0.0294,0.1465002,,,
10671,4.986,0.0294,0.1465884,,,
10672,4.986,0.0459,0.2288574,,,
10673,4.984,0.0459,0.2287656,,,
10674,4.984,0.0302,0.1505168,,,
10675,4.986,0.0302,0.1505772,,,
10676,4.986,0.0455,0.226863,,,
10677,4.985,0.0455,0.2268175,,,
10678,4.985,0.03,0.14955,,,
10679,4.986,0.03,0.14958,,,
10680,4.986,0.0457,0.2278602,,,
10681,4.985,0.0457,0.2278145,,,
10682,4.985,0.0302,0.150547,,,
10683,4.987,0.0302,0.1506074,,,
10684,4.987,0.0807,0.4024509,,,
10685,4.985,0.0807,0.4022895,,,
10686,4.985,0.0302,0.150547,,,
10687,4.987,0.0302,0.1506074,,,
10688,4.987,0.0809,0.4034483,,,
10689,4.985,0.0809,0.4032865,,,
10690,4.985,0.03,0.14955,,,
10691,4.987,0.03,0.14961,,,
10692,4.987,0.0813,0.4054431,,,
10693,4.985,0.0813,0.4052805,,,
10694,4.985,0.0294,0.146559,,,
10695,4.985,0.0294,0.146559,,,
10696,4.985,0.0815,0.4062775,,,
10697,4.985,0.0815,0.4062775,,,
10698,4.985,0.0296,0.147556,,,
10699,4.985,0.0296,0.147556,,,
10700,4.985,0.0817,0.4072745,,,
10701,4.986,0.0817,0.4073562,,,
10702,4.986,0.0307,0.1530702,,,
10703,4.985,0.0307,0.1530395,,,
10704,4.985,0.0805,0.4012925,,,
10705,4.986,0.0805,0.401373,,,
10706,4.986,0.0302,0.1505772,,,
10707,4.985,0.0302,0.150547,,,
10708,4.985,0.0811,0.4042835,,,
10709,4.986,0.0811,0.4043646,,,
10710,4.986,0.0302,0.1505772,,,
10711,4.986,0.0302,0.1505772,,,
10712,4.986,0.0825,0.411345,,,
10713,4.986,0.0825,0.411345,,,
10714,4.986,0.0302,0.1505772,,,
10715,4.986,0.0302,0.1505772,,,
10716,4.986,0.0825,0.411345,,,
10717,4.986,0.0825,0.411345,,,
10718,4.986,0.0294,0.1465884,,,
10719,4.985,0.0294,0.146559,,,
10720,4.985,0.0823,0.4102655,,,
10721,4.986,0.0823,0.4103478,,,
10722,4.986,0.0296,0.1475856,,,
10723,4.985,0.0296,0.147556,,,
10724,4.985,0.0821,0.4092685,,,
10725,4.987,0.0821,0.4094327,,,
10726,4.987,0.03,0.14961,,,
10727,4.985,0.03,0.14955,,,
10728,4.985,0.0819,0.4082715,,,
10729,4.987,0.0819,0.4084353,,,
10730,4.987,0.0302,0.1506074,,,
10731,4.985,0.0302,0.150547,,,
10732,4.985,0.0811,0.4042835,,,
10733,4.986,0.0811,0.4043646,,,
10734,4.986,0.0302,0.1505772,,,
10735,4.985,0.0302,0.150547,,,
10736,4.985,0.0809,0.4032865,,,
10737,4.986,0.0809,0.4033674,,,
10738,4.986,0.0302,0.1505772,,,
10739,4.985,0.0302,0.150547,,,
10740,4.985,0.0807,0.4022895,,,
10741,4.986,0.0807,0.4023702,,,
10742,4.986,0.0303,0.1510758,,,
10743,4.986,0.0303,0.1510758,,,
10744,4.986,0.0481,0.2398266,,,
10745,4.986,0.0481,0.2398266,,,
10746,4.986,0.0294,0.1465884,,,
10747,4.984,0.0294,0.1465296,,,
10748,4.984,0.0481,0.2397304,,,
10749,4.986,0.0481,0.2398266,,,
10750,4.986,0.0294,0.1465884,,,
10751,4.984,0.0294,0.1465296,,,
10752,4.984,0.0481,0.2397304,,,
10753,4.986,0.0481,0.2398266,,,
10754,4.986,0.0296,0.1475856,,,
10755,4.984,0.0296,0.1475264,,,
10756,4.984,0.0481,0.2397304,,,
10757,4.987,0.0481,0.2398747,,,
10758,4.987,0.03,0.14961,,,
10759,4.984,0.03,0.14952,,,
10760,4.984,0.0475,0.23674,,,
10761,4.986,0.0475,0.236835,,,
10762,4.986,0.0302,0.1505772,,,
10763,4.984,0.0302,0.1505168,,,
10764,4.984,0.0475,0.23674,,,
10765,4.986,0.0475,0.236835,,,
10766,4.986,0.0302,0.1505772,,,
10767,4.984,0.0302,0.1505168,,,
10768,4.984,0.0335,0.166964,,,
10769,4.986,0.0335,0.167031,,,
10770,4.986,0.0302,0.1505772,,,
10771,4.985,0.0302,0.150547,,,
10772,4.985,0.0337,0.1679945,,,
10773,4.986,0.0337,0.1680282,,,
10774,4.986,0.0302,0.1505772,,,
10775,4.979,0.0302,0.1503658,,,
10776,4.979,0.0335,0.1667965,,,
10777,4.986,0.0335,0.167031,,,
10778,4.986,0.0294,0.1465884,,,
10779,4.979,0.0294,0.1463826,,,
10780,4.979,0.0335,0.1667965,,,
10781,4.987,0.0335,0.1670645,,,
10782,4.987,0.0323,0.1610801,,,
10783,4.979,0.0323,0.1608217,,,
10784,4.979,0.0335,0.1667965,,,
10785,4.987,0.0335,0.1670645,,,
10786,4.987,0.0323,0.1610801,,,
10787,4.979,0.0323,0.1608217,,,
10788,4.979,0.0325,0.1618175,,,
10789,4.986,0.0325,0.162045,,,
10790,4.986,0.0325,0.162045,,,
10791,4.979,0.0325,0.1618175,,,
10792,4.979,0.0326,0.1623154,,,
10793,4.986,0.0326,0.1625436,,,
10794,4.986,0.0325,0.162045,,,
10795,4.979,0.0325,0.1618175,,,
10796,4.979,0.0321,0.1598259,,,
10797,4.986,0.0321,0.1600506,,,
10798,4.986,0.0323,0.1610478,,,
10799,4.979,0.0323,0.1608217,,,
10800,4.979,0.0303,0.1508637,,,
10801,4.986,0.0303,0.1510758,,,
10802,4.986,0.0317,0.1580562,,,
10803,4.978,0.0317,0.1578026,,,
10804,4.978,0.0302,0.1503356,,,
10805,4.987,0.0302,0.1506074,,,
10806,4.987,0.0347,0.1730489,,,
10807,4.978,0.0347,0.1727366,,,
10808,4.978,0.0303,0.1508334,,,
10809,4.987,0.0303,0.1511061,,,
10810,4.987,0.0349,0.1740463,,,
10811,4.978,0.0349,0.1737322,,,
10812,4.978,0.0294,0.1463532,,,
10813,4.986,0.0294,0.1465884,,,
10814,4.986,0.0351,0.1750086,,,
10815,4.978,0.0351,0.1747278,,,
10816,4.978,0.0294,0.1463532,,,
10817,4.986,0.0294,0.1465884,,,
10818,4.986,0.0351,0.1750086,,,
10819,4.978,0.0351,0.1747278,,,
10820,4.978,0.0294,0.1463532,,,
10821,4.986,0.0294,0.1465884,,,
10822,4.986,0.0351,0.1750086,,,
10823,4.979,0.0351,0.1747629,,,
10824,4.979,0.03,0.14937,,,
10825,4.986,0.03,0.14958,,,
10826,4.986,0.0343,0.1710198,,,
10827,4.983,0.0343,0.1709169,,,
10828,4.983,0.0302,0.1504866,,,
10829,4.986,0.0302,0.1505772,,,
10830,4.986,0.0345,0.172017,,,
10831,4.983,0.0345,0.1719135,,,
10832,4.983,0.0302,0.1504866,,,
10833,4.987,0.0302,0.1506074,,,
10834,4.987,0.0422,0.2104514,,,
10835,4.983,0.0422,0.2102826,,,
10836,4.983,0.0296,0.1474968,,,
10837,4.986,0.0296,0.1475856,,,
10838,4.986,0.0422,0.2104092,,,
10839,4.983,0.0422,0.2102826,,,
10840,4.983,0.0296,0.1474968,,,
10841,4.986,0.0296,0.1475856,,,
10842,4.986,0.0424,0.2114064,,,
10843,4.984,0.0424,0.2113216,,,
10844,4.984,0.0302,0.1505168,,,
10845,4.986,0.0302,0.1505772,,,
10846,4.986,0.0424,0.2114064,,,
10847,4.984,0.0424,0.2113216,,,
10848,4.984,0.0302,0.1505168,,,
10849,4.986,0.0302,0.1505772,,,
10850,4.986,0.0418,0.2084148,,,
10851,4.985,0.0418,0.208373,,,
10852,4.985,0.0302,0.150547,,,
10853,4.986,0.0302,0.1505772,,,
10854,4.986,0.0416,0.2074176,,,
10855,4.985,0.0416,0.207376,,,
10856,4.985,0.0302,0.150547,,,
10857,4.987,0.0302,0.1506074,,,
10858,4.987,0.0759,0.3785133,,,
10859,4.986,0.0759,0.3784374,,,
10860,4.986,0.0303,0.1510758,,,
10861,4.987,0.0303,0.1511061,,,
10862,4.987,0.0765,0.3815055,,,
10863,4.985,0.0765,0.3813525,,,
10864,4.985,0.0302,0.150547,,,
10865,4.987,0.0302,0.1506074,,,
10866,4.987,0.0765,0.3815055,,,
10867,4.985,0.0765,0.3813525,,,
10868,4.985,0.0302,0.150547,,,
10869,4.985,0.0302,0.150547,,,
10870,4.985,0.0767,0.3823495,,,
10871,4.985,0.0767,0.3823495,,,
10872,4.985,0.0294,0.146559,,,
10873,4.985,0.0294,0.146559,,,
10874,4.985,0.0765,0.3813525,,,
10875,4.986,0.0765,0.381429,,,
10876,4.986,0.03,0.14958,,,
10877,4.985,0.03,0.14955,,,
10878,4.985,0.0767,0.3823495,,,
10879,4.986,0.0767,0.3824262,,,
10880,4.986,0.0302,0.1505772,,,
10881,4.985,0.0302,0.150547,,,
10882,4.985,0.0761,0.3793585,,,
10883,4.986,0.0761,0.3794346,,,
10884,4.986,0.0302,0.1505772,,,
10885,4.986,0.0302,0.1505772,,,
10886,4.986,0.0761,0.3794346,,,
10887,4.986,0.0761,0.3794346,,,
10888,4.986,0.0302,0.1505772,,,
10889,4.986,0.0302,0.1505772,,,
10890,4.986,0.0858,0.4277988,,,
10891,4.986,0.0858,0.4277988,,,
10892,4.986,0.0302,0.1505772,,,
10893,4.986,0.0302,0.1505772,,,
10894,4.986,0.086,0.428796,,,
10895,4.986,0.086,0.428796,,,
10896,4.986,0.0296,0.1475856,,,
10897,4.985,0.0296,0.147556,,,
10898,4.985,0.086,0.42871,,,
10899,4.986,0.086,0.428796,,,
10900,4.986,0.0296,0.1475856,,,
10901,4.985,0.0296,0.147556,,,
10902,4.985,0.0858,0.427713,,,
10903,4.987,0.0858,0.4278846,,,
10904,4.987,0.03,0.14961,,,
10905,4.985,0.03,0.14955,,,
10906,4.985,0.0858,0.427713,,,
10907,4.987,0.0858,0.4278846,,,
10908,4.987,0.0302,0.1506074,,,
10909,4.985,0.0302,0.150547,,,
10910,4.985,0.085,0.423725,,,
10911,4.986,0.085,0.42381,,,
10912,4.986,0.0307,0.1530702,,,
10913,4.985,0.0307,0.1530395,,,
10914,4.985,0.0852,0.424722,,,
10915,4.986,0.0852,0.4248072,,,
10916,4.986,0.0302,0.1505772,,,
10917,4.986,0.0302,0.1505772,,,
10918,4.986,0.0525,0.261765,,,
10919,4.986,0.0525,0.261765,,,
10920,4.986,0.0302,0.1505772,,,
10921,4.986,0.0302,0.1505772,,,
10922,4.986,0.0525,0.261765,,,
10923,4.986,0.0525,0.261765,,,
10924,4.986,0.0296,0.1475856,,,
10925,4.984,0.0296,0.1475264,,,
10926,4.984,0.0523,0.2606632,,,
10927,4.986,0.0523,0.2607678,,,
10928,4.986,0.0294,0.1465884,,,
10929,4.984,0.0294,0.1465296,,,
10930,4.984,0.0523,0.2606632,,,
10931,4.987,0.0523,0.2608201,,,
10932,4.987,0.0302,0.1506074,,,
10933,4.984,0.0302,0.1505168,,,
10934,4.984,0.0527,0.2626568,,,
10935,4.987,0.0527,0.2628149,,,
10936,4.987,0.0302,0.1506074,,,
10937,4.984,0.0302,0.1505168,,,
10938,4.984,0.0513,0.2556792,,,
10939,4.986,0.0513,0.2557818,,,
10940,4.986,0.0302,0.1505772,,,
10941,4.984,0.0302,0.1505168,,,
10942,4.984,0.0513,0.2556792,,,
10943,4.986,0.0513,0.2557818,,,
10944,4.986,0.0302,0.1505772,,,
10945,4.985,0.0302,0.150547,,,
10946,4.985,0.0339,0.1689915,,,
10947,4.986,0.0339,0.1690254,,,
10948,4.986,0.0294,0.1465884,,,
10949,4.979,0.0294,0.1463826,,,
10950,4.979,0.0339,0.1687881,,,
10951,4.986,0.0339,0.1690254,,,
10952,4.986,0.0296,0.1475856,,,
10953,4.979,0.0296,0.1473784,,,
10954,4.979,0.0337,0.1677923,,,
10955,4.986,0.0337,0.1680282,,,
10956,4.986,0.0294,0.1465884,,,
10957,4.979,0.0294,0.1463826,,,
10958,4.979,0.0337,0.1677923,,,
10959,4.987,0.0337,0.1680619,,,
10960,4.987,0.0321,0.1600827,,,
10961,4.979,0.0321,0.1598259,,,
10962,4.979,0.0325,0.1618175,,,
10963,4.986,0.0325,0.162045,,,
10964,4.986,0.0324,0.1615464,,,
10965,4.979,0.0324,0.1613196,,,
10966,4.979,0.0326,0.1623154,,,
10967,4.986,0.0326,0.1625436,,,
10968,4.986,0.0324,0.1615464,,,
10969,4.98,0.0324,0.161352,,,
10970,4.98,0.03,0.1494,,,
10971,4.986,0.03,0.14958,,,
10972,4.986,0.0323,0.1610478,,,
10973,4.98,0.0323,0.160854,,,
10974,4.98,0.0302,0.150396,,,
10975,4.986,0.0302,0.1505772,,,
10976,4.986,0.0317,0.1580562,,,
10977,4.978,0.0317,0.1578026,,,
10978,4.978,0.0303,0.1508334,,,
10979,4.986,0.0303,0.1510758,,,
10980,4.986,0.0317,0.1580562,,,
10981,4.978,0.0317,0.1578026,,,
10982,4.978,0.0303,0.1508334,,,
10983,4.987,0.0303,0.1511061,,,
10984,4.987,0.0349,0.1740463,,,
10985,4.978,0.0349,0.1737322,,,
10986,4.978,0.0303,0.1508334,,,
10987,4.987,0.0303,0.1511061,,,
10988,4.987,0.0351,0.1750437,,,
10989,4.978,0.0351,0.1747278,,,
10990,4.978,0.0296,0.1473488,,,
10991,4.986,0.0296,0.1475856,,,
10992,4.986,0.0349,0.1740114,,,
10993,4.978,0.0349,0.1737322,,,
10994,4.978,0.0296,0.1473488,,,
10995,4.986,0.0296,0.1475856,,,
10996,4.986,0.0349,0.1740114,,,
10997,4.979,0.0349,0.1737671,,,
10998,4.979,0.03,0.14937,,,
10999,4.986,0.03,0.14958,,,
11000,4.986,0.0351,0.1750086,,,
11001,4.979,0.0351,0.1747629,,,
11002,4.979,0.0302,0.1503658,,,
11003,4.986,0.0302,0.1505772,,,
11004,4.986,0.0343,0.1710198,,,
11005,4.983,0.0343,0.1709169,,,
11006,4.983,0.0305,0.1519815,,,
11007,4.986,0.0305,0.152073,,,
11008,4.986,0.0343,0.1710198,,,
11009,4.982,0.0343,0.1708826,,,
11010,4.982,0.0302,0.1504564,,,
11011,4.987,0.0302,0.1506074,,,
11012,4.987,0.0402,0.2004774,,,
11013,4.982,0.0402,0.2002764,,,
11014,4.982,0.0302,0.1504564,,,
11015,4.987,0.0302,0.1506074,,,
11016,4.987,0.0404,0.2014748,,,
11017,4.982,0.0404,0.2012728,,,
11018,4.982,0.0294,0.1464708,,,
11019,4.986,0.0294,0.1465884,,,
11020,4.986,0.0406,0.2024316,,,
11021,4.983,0.0406,0.2023098,,,
11022,4.983,0.03,0.14949,,,
11023,4.986,0.03,0.14958,,,
11024,4.986,0.0408,0.2034288,,,
11025,4.983,0.0408,0.2033064,,,
11026,4.983,0.0302,0.1504866,,,
11027,4.986,0.0302,0.1505772,,,
11028,4.986,0.0406,0.2024316,,,
11029,4.986,0.0406,0.2024316,,,
11030,4.986,0.0302,0.1505772,,,
11031,4.986,0.0302,0.1505772,,,
11032,4.986,0.0408,0.2034288,,,
11033,4.985,0.0408,0.203388,,,
11034,4.985,0.0302,0.150547,,,
11035,4.986,0.0302,0.1505772,,,
11036,4.986,0.041,0.204426,,,
11037,4.985,0.041,0.204385,,,
11038,4.985,0.0302,0.150547,,,
11039,4.987,0.0302,0.1506074,,,
11040,4.987,0.0754,0.3760198,,,
11041,4.985,0.0754,0.375869,,,
11042,4.985,0.0302,0.150547,,,
11043,4.987,0.0302,0.1506074,,,
11044,4.987,0.0758,0.3780146,,,
11045,4.985,0.0758,0.377863,,,
11046,4.985,0.0296,0.147556,,,
11047,4.986,0.0296,0.1475856,,,
11048,4.986,0.0754,0.3759444,,,
11049,4.985,0.0754,0.375869,,,
11050,4.985,0.03,0.14955,,,
11051,4.986,0.03,0.14958,,,
11052,4.986,0.0756,0.3769416,,,
11053,4.986,0.0756,0.3769416,,,
11054,4.986,0.0302,0.1505772,,,
11055,4.986,0.0302,0.1505772,,,
11056,4.986,0.0758,0.3779388,,,
11057,4.986,0.0758,0.3779388,,,
11058,4.986,0.0302,0.1505772,,,
11059,4.985,0.0302,0.150547,,,
11060,4.985,0.075,0.373875,,,
11061,4.986,0.075,0.37395,,,
11062,4.986,0.0302,0.1505772,,,
11063,4.986,0.0302,0.1505772,,,
11064,4.986,0.0754,0.3759444,,,
11065,4.986,0.0754,0.3759444,,,
11066,4.986,0.0302,0.1505772,,,
11067,4.987,0.0302,0.1506074,,,
11068,4.987,0.086,0.428882,,,
11069,4.986,0.086,0.428796,,,
11070,4.986,0.0296,0.1475856,,,
11071,4.985,0.0296,0.147556,,,
11072,4.985,0.0872,0.434692,,,
11073,4.986,0.0872,0.4347792,,,
11074,4.986,0.0296,0.1475856,,,
11075,4.985,0.0296,0.147556,,,
11076,4.985,0.086,0.42871,,,
11077,4.987,0.086,0.428882,,,
11078,4.987,0.03,0.14961,,,
11079,4.985,0.03,0.14955,,,
11080,4.985,0.086,0.42871,,,
11081,4.987,0.086,0.428882,,,
